year,statement
2003,"After being detained in Pakistan, Binyam Mohammad was rendered by the CIA July | , 2002, where he was hel^^^^^HHIII government^n Januat 2004, Binyam Mohammad was transferred to CIA custody |^^^|^^^|30586 ••••l 630 1339 pjjjj Rowan, Department of Justice National Security Division to [REDACTED], at CTC Legal, on August 15, 2007 with subject line; ""Jose Padilla,"" includes a Departmentof Justice memorandum that is based primarily on 29 URs of the joint FBI-military interrogations of Padilla disseminated from May 5, 2003, to July 9, 2003, a FBI document ""Jose Padilla Debrief Summary, August 29, 2003,"" the FBI's 302s on Padilla (5/8/02) and Binyam Muhammad (6/4/02), an FBI EC on Padilla (5/14/02); a CIA Statement Summanzin^igmficant Information about Jose Padilla of 8 June 02 ['CIA Summary']; a DIA Info Memo from 1/13/03); and an FBI LHM ""Jose Padilla Debrief Status"" (11/11/03)."
2003,"See email from: [REDACTED]; to [REDACTED]; cc: [REDACTED]; subject: ACTIONS from the GC Updat^hi^^ornine^ateT^^^^^^^I, at 12:15 PM; email from: to: [REDACTED]; cc: BHHHjBjREDACTro], [REDACTED], [REDACTED], subject: ACTIONS from the GC Update this Momjng^ate^^Bmimi|, at 1:23:31 PM; email from: [REDACTED]; cc: ^^^I^^HTfREDACTED]; subject: Re: ACTIONS from the GC Update this Mominj REQUEST FOR STATUS UPDATE; date: December | , 2003, at 10:47:32 AM; • • 3223 HEADQUARTERS See 34491 (051400Z MAR 03); Interview of [REDACTED] of the Office of the Inspector General, Maich 27, 2003; ;email from: to: [REDACTED]; cc: ^^H^^^Hj^^^^^^ubiectjRejUpdate; date: See, for example, (201133Z MAY 03); 38130 (121722Z MA Y 03); 38127(121714ZMAY03);^||^^^^^^B 38161 Page 100 of 499 UNCLASSIFIED TOP SECRET// /NOFORN REDACTED] and ^ 34575 38584 ?TOP SECRET// //NQFORN TOP UNCLASSIFIED Cables revealing that the CIA's enhanced interrogation techniques were used at CIA that were not designated as CIA detention sites.^^^ In the first half of 2003, the CIA interrogated four detainees with medicalcomplicationsintheirlowerextremities: twodetaineeshadabrokenfoot,onedetainee had a sprained ankle, and one detainee had a prosthetic leg.^*^^ CIA interrogators shackled each of these detainees in the standing position for sleep deprivation for extended periods of time until medical personnel assessed that they could not maintain the position."
2003,"CIA records indicate that it was not until July 29, 2003, almost a year later, that the attorney general stated that the legal principles of the August 1, 2002, memorandum could be applied to other CIA detainees.^^^^ The August 1, 2002, OLC memorandum also included an analysis of each of the CIA's proposed enhanced interrogation techniques with a description of how the 2305 2306 Memorandum for John Rizzo, Acting General Counsel, Central Intelligence Agency, from Jay Bybee, Assistant Attorney General, Office of Legal Counsel, August 1, 2002, Interrogation of al Qaeda Operative (DTS #2009-1810, Tabl)."
2003,"(SeeAugust5,2003MemorandumfortheRecordfrom Scott Muller, Subject: Review of Interrogation Program on 29 July 2003; Briefing slides, CIA Interrogation Program, July 29, 2003; September 4, 2003, CIA Memorandum for the Record, Subject: Member Briefing; and September26,2003,MemorandumfortheRecordfromMuller,Subject:CIAInterrogationProgram.)"
2003,"(See Memorandum for: Inspector General; from: James Pavitt, Deputy Director for Operations; subject: re (S) Comments to Draft IG Special Review, ""Counterterrorism Detention and Inten-ogation Program"" 2003-7123-IG; date: February 27, 2004; attachment: Februai-y 24, 2004, Memorandum re Successes ofCIA's Countertenorism Detention and Interrogation Activities.)"
2003,"The first analyzed whether the individual use of the CIA's 13 enhanced interrogation techniques—including waterboarding, as well as a number of interrogation techniques that had been used in 2003 and 2004, but had not been analyzed in the original August 1, 2002, OLC memorandum—were consistent with the criminal prohibitionontorture.^^'^ ThesecondmemorandumconsideredthecombineduseoftheCIA's enhancedinterrogationtechniques.^^^ BothlegalmemorandaconcludedthattheuseoftheCIA's enhanced interrogation techniques did not violate the torture statute."
2003,"2011 13588 (171505Z JUL 03) UNCLASSIFIED immediatelysubjectedtotheCIA'senhancedinterrogationtechniques.^^^^ TheCIAstopped using the CIA's enhanced interrogation techniques on Ammar al-Baluchi on May 20, 2003.^""^^ A June 18, 2003, cable states that Ammar al-Baluchi denied that he and Sayf al-Rahman Paracha agreed to smuggle explosives into the United States."
2003,Leads provided by KSM in November 2003 led directly to the arrest of shoe bomber Richard Reid's one-time partner Sajid Badat in the UK.
2003,"Discusses information obtained by FBI officials on March 20, 2003, and SSCI Transcript ""Staff Briefing by the Federal Bureau of Investigation on the Detention of Jose Padilla,"" dated June 11, 2002 (DTS #2002-2598)."
2003,"Once detained on November 27, 2003, Sajid Badat cooperated with U.K. authorities and described how he withdrew fromtheoperation."
2003,"SeealsoaCIAdocumentdatedDecember20,2005,andentitled,""Examplesof Detainee Reporting Used by Our CT Partners to Thwart Terrorists, 2003-2005,"" which includes four columns: ""Detainees,""""WhatTheyToldUs,""""ActionsTakenByOurCTPartners,""and""Results."""
2003,"CIA Inspector General report, ""Report of Investigation, Death of a Detainee January 28, 2003, Subject: Death (2003-7402-IG), April 27, 2005, at 38."
2003,"See also SSCI transcript ""Detention ofJose Padilla,"" dated Jun^2^002 (DTS #2002-2603), in which the CIA informs the SSCI that, based on his address book confiscated in Padilla ""did have connections to Islamic extremists, both within the United States and outside the U.S."" See Department of Justice memorandum referenced in chronology in Volume II that is based primarily on 29 IIRs of the joint FBI-military interrogations of Padilla disseminated from May 5, 2003, to July 9, 2003; a FBI document ""Jose Padilla Debrief Summary, August 29, 2003,"" the FBI's 302s on Padilla (5/8/02) and Binyam Muhammad (6/4/02), an FBI EC on Padilla (5/14/02); a CIA Statement Summarizing Significant Information about JosePadillaof8June02['CIASummary'];aDIAInfoMemofromm m (11/13/03);andanFBILHM""Jose Padilla DebriefStatus"" (11/11/03)^^^^^^^ — See CIA memorandum from: to: Jul^0^002,at01:18:50PM."
2003,"Sajid Badat in the United Kingdom, November 2003."
2003,"""'^^^ The CIA provided similar inaccurate representations regarding the purported role of KSM and Ammar al-Baluchi^^^^ in the discovery, identification, capture, and arrest of Sajid Badat in 16 of the 20 documents provided to policymakers and the Department of Justice between July 2003 and March 2009.However, in an additional case, a March 4, 2005, CIA briefing for Vice President Cheney, the CIA credited Abu Zubaydah with identifying Sajid Badat,despite a lack of any reporting on Sajid Badat from Abu Zubaydah.^^^^ 1626xherearenorecordsofKSMidentifyingSajidBadatas""Issaal-Pakistani."""
2003,"The OLC also linked its Memorandum for Steve Bradbury at tlie Department of Justice, dated March 2, 2005, from I H ^ ^ m i , H Legal Group, DCI Counterterrorist Center, subject ""Effectiveness of the CIA Counterterrorist Interrogation Techniques/ -390 Interview of [REDACTED] and [REDACTED], Office of the Inspector General, May 15,2003; IntervieN^f^^^^^^^ll,by[REDACTED]and[REDACTED],OfficeoftheInspectorGeneral, October 22, 2003; ^|||[fll715(201047Z MAY 03); Sametime Communication, and 15/Aug/06, 10:28:38 to 10:58:00; Interviewof••^^••j^WREDAC]^] and [REDACTED], Office of the Inspector General, April 3, 2003; Sametime CommunicationTHBI^^HHI ^nd [REDACTED], 02/May/05, 14:51:48 to 15:17:39; Interview of by [REDACTED], [REDACTED], and [REDACTED], Office of the Inspector General, August 20, 2003."
2003,"See also Email from: [REDACTED]; to: HmmHj^ubject: Thanks from FBI; datejM^ 17, 2003, at 7:25:15 I I I IIIIIIM I ^^^58 (041938Z AUG 03); • • 31148 (171919Z DEC 05); 11^31147 (171919ZDEC 05), disseminated a^ 10942 (221610ZMA^3),disseminated a s 1 0 9 4 8 03), disseminated as 2644 , 2095 (222049Z JUN 03) (222101Z MAR The CIA captured and detained two individuals whom KSM had identified as the protectors of his children."
2003,"AsdetailedinVolumeII,therearenoCIArecordsofKSMprovidinganyreportingin November 2003 contributing to Sajid Badat's aixest."
2003,"'^^^ CIA records indicate the CIA became aware of the initial plotting as eaily as September 2002, and that it was disrupted in April 2003, when the remaining plot leaders were arrested in a unilateral operation by Pakistani authorities."
2003,"CIAdetaineeswereheldwithinanexistingCountry 2003, and then again beginning in m 2004."
2003,"CIA Briefingfor Obama National Security Team- ""Renditions, Detentions, and Intenogations (RDI),"" including ""Tab 7,"" named ""RDG Copy- Briefing on RDI Program 09 Jan. 2009"": ""...[L]eads provided by KSM and Ammar al-Baluchi in November 2003 led directly to the anest in the United Kingdom of Sajid Badat tlie operative who was slated to launch a simultaneous shoe-bomb attack with Richard Reid in December 2001."""
2003,"2648 there are no records of CIA detainees making these statements, the Deputy Chief of ALEC Station, told the Inspector General on July 17, 2003, thaUh^|besUnformati^ on how to handle the [CIA] detainees came from a walk-in [a source to volunteer information to the CIAJaftCTthearrestofAbu He told us we were TOP^;E€REiV/^||||H|||H||B//NOFORN Page 485 of 499 UNCLASSIFIED ?detainees."
2003,See list of CIA prepared briefings and memoranda from 2003 tlirough 2009 with representations on tlie effectiveness of the CIA's enhanced interrogation techniques referenced in this summary and described in detail in Volume II.
2003,"""^^^® Further, Abu Zubaydah maintained that he always intended to provide information and never believed he could withhold information from interrogators.In February 2003, he told a CIA psychologist that he believed every captured ""brother"" would talk in detention, and that these ""brothers should be able to expect that the organization will make adjustments to protect people and plans when someone with knowledge is captured."
2003,"On August 17, 2003, Abu Zubaydah wasshown apictureofSajidBadatthataCIAofficerstated ""looksanawfullotlikethesketches""froma detainee in foreign government custody."
2003,"On August 22, 2003, sketches ofBadat wereshowiUc^b^iibaydah, who did not recognize the individual depict^ See email from: (multiple ccs)^ubie^""Re: Meeting with date: August 17, 2003, at 1:04 PM; H|^Hi2679(181124Z AUG 03); • • • 12713 (231932Z AUG 03)."
2003,"See CIA briefing slides entitled, ""CM Interrogation Program,"" dated July 29, 2003, presented to senior Wliite House officials (Memorandum for the Record; subject: CIA Intenogation Program; September 27, 2003 (OGC-FO-2003-50088); Slides, CIA Interrogation Program, 16 September 2003)."
2003,"See John B. BelUnger III, Senior Associate Counsel to the President and Legal Advisor, National Security Council; Memorandum for the Record; subject: BriefingofSecretariesPowellandRumsfeldregtu-dingIntenogationofHigh-ValueDetainees;date: September30,2003."
2003,SeealsoScottW.Muller;MemorandumfortheRecord;InterrogationbriefingforJack Goldsmitli; date: 16 October 2003 (OGC-FO-2003-50097).
2003,"There were multiple reports that Richard Reid had an unidentified partner prior to the provision of any information from KSM (captured on March 1, 2003)."
2003,"jj-,eCIA'sJune2013Responsestates: ""KSMwasthefirstpersontoprovide—inMarch2003,afterhaving undergone enhanced inteiTogation techniques in CIA custody—a detailed and authoritative narrative of al-Qa'ida development of and plans to use shoe bombs operationally."""
2003,"See Memorandum for the Record; subject: Meeting with Deputy Chief, Counterterrorist Center ALEC Station; date: 17 July 2003."
2003,"CIAHeadquartersinformed^^^H|B|hi^ugus^OO^ha^|thereare(atleast)two/twoimportant Page 291 of 499 UNCLASSIFIED ?TOP SECRET// //NOFORN UNCLASSIFIED individual in the custody of a foreign government, Abu Zubair al-Ha'iii, repeatedly referenced an ""Abu Issa al-Pakistani"" as a British-born Pakistani associated with Richard Reid and engaged in plotting in the United Kingdom at the behest of This information was corroborative of other intelligence reporting.In May 2003, this detainee met with CIA officers to produce several sketches that were described as having ""achieved a 95% likeness"" of this i n d i v i d u a l ^ Oi^ugust 17, 2003, CIA officers noted that a photograph ofSajid Badat provided by foreign partner] looked ""an awful lot like the sketches"" of the Richard Reid associate made with the assistance of the detainee in foreign government custody."
2003,"AccordingtoCIArecords,onAugust18,2003,""KSMviewedthepictureforawhile, but said he did not recognize the person in the photo."""
2003,"""'^""^^ On August 22, 2003, emails among CIA officers stated that ""CTC believes that Abu Issa's true name is Sajid Badat... KSM says that Badat is not Abu Issa—but he might be lying."
2003,"""O n August 23, 2003, the detailed sketches derived from interviews of the detainee in fugitives known as Issa and carrying UK passports (those both are known at times as Issa al-Britani), and both have strong links to KSM."""
