serial,opeid,institution,address,city,state,zip,repayment_borrowers,default_borrowers,default_rate,borrower_default_count_240,principal_outstanding_240
4091,359900,University of Texas - Pan American,1201 West University Drive,Edinburg,TX,78539-2999,176,33,18.75%,237,885947
4172,365600,University of Texas at Arlington,701 South Nedderman Drive,Arlington,TX,76013-0000,154,26,16.88%,244,632540
4173,365800,University of Texas at Austin,2400 Inner Campus Drive,Austin,TX,78712-0000,1113,65,5.84%,1732,7072509
4174,974100,University of Texas at Dallas,2601 North Floyd Road,Richardson,TX,75080-1407,43,13,30.23%,204,409123
4176,366100,University of Texas at El Paso,500 West University,El Paso,TX,79968-0500,50,2,4.00%,204,705955
4169,1011500,University of Texas at San Antonio,1 UTSA Circle,San Antonio,TX,78249-0600,186,28,15.05%,216,401121
4158,1116300,University of Texas at Tyler,3900 University Boulevard,Tyler,TX,75799-6699,2,0,0%,44,116001
5159,495100,University of Texas Health Science Center at Houston,7000 Fannin,Houston,TX,77030-5400,86,1,1.16%,91,228736
4162,365900,University of Texas Health Science Center at San Antonio,7703 Floyd Curl Drive,San Antonio,TX,78229-3900,311,22,7.07%,250,645850
4177,495200,University of Texas Medical Branch at Galveston,301 University Boulevard,Galveston,TX,77555-1305,84,1,1.19%,79,238509
4161,1001900,University of Texas Southwestern Medical Center (The),5323 Harry Hines Boulevard,Dallas,TX,75390-9096,175,3,1.71%,50,958484
4041,357800,University of the Incarnate Word,4301 Broadway,San Antonio,TX,78209-6398,104,15,14.42%,170,508782
5823,2144800,Vet Tech Institute of Houston,4669 Southwest Freeway,Houston,TX,77027-9881,37,5,13.51%,54,129247
4184,366300,Wayland Baptist University,1900 West 7th Street,Plainview,TX,79072-6998,86,9,10.47%,21,39618
4186,366500,West Texas A&M University,2501 4th Avenue,Canyon,TX,79015-0001,26,6,23.08%,8,35714
4188,366800,Wharton County Junior College,911 Boling Highway,Wharton,TX,77488-3298,0,0,0%,18,10832
4190,366900,Wiley College,711 Wiley Avenue,Marshall,TX,75670-5199,32,0,0%,730,774894
4194,367100,Dixie State College of Utah,225 South 700 East,St George,UT,84770-3876,57,9,15.79%,95,270759
4220,522000,Salt Lake Community College,4600 South Redwood Road,Salt Lake City,UT,84123-0000,171,13,7.60%,395,736156
4212,367900,Snow College,150  East College Avenue,Ephraim,UT,84627-1299,20,0,0%,41,67442
4213,367800,Southern Utah University,351 West Center Street,Cedar City,UT,84720-2470,73,7,9.59%,24,75963
4214,367400,Stevens Henager College,1350 West 1890 South,West Haven,UT,84401-1420,40,6,15.00%,219,466104
4217,367500,University of Utah,201 South 1460 East Rm 105,Salt Lake City,UT,84112-9055,913,17,1.86%,111,336198
4218,367700,Utah State University,1400 Old Main Hill,Logan,UT,84322-1400,454,14,3.08%,345,958339
4219,402700,Utah Valley University,800 West University Parkway,Orem,UT,84058-5999,60,3,5.00%,47,123602
4221,368000,Weber State University,3850 Harrison Boulevard,Ogden,UT,84408-1001,325,6,1.85%,438,1110692
4223,368100,Westminster College,1840 South 1300 East,Salt Lake City,UT,84105-3697,201,19,9.45%,205,405557
8435,3127500,Advanced Technology Institute,5700 Southern Boulevard,Virginia Beach,VA,23462-2409,9,2,22.22%,10,18829
4251,370200,Averett University,420 West Main Street,Danville,VA,24541-3692,91,21,23.08%,216,656178
4254,370400,Bridgewater College,402 East College Street,Bridgewater,VA,22812-1599,197,12,6.09%,154,323738
4259,370500,College of William & Mary,200 Richmond Road,Williamsburg,VA,23187-8795,126,7,5.56%,25,105337
4264,370800,Eastern Mennonite University,1200 Park Road,Harrisonburg,VA,22802-2462,118,13,11.02%,146,424181
4907,1033800,Eastern Virginia Medical School,825 Fairfax Avenue,Norfolk,VA,23501-1980,34,0,0%,13,129779
4266,1019800,ECPI University,5555 Greenwich Road,Virginia Beach,VA,23462-6542,111,10,9.01%,708,1178809
4267,370900,Emory & Henry College,30461 Garnand Drive,Emory,VA,24327-0010,52,8,15.38%,148,247234
4280,926700,Everest College,803 Diligence Drive,Newport News,VA,23606-4203,118,17,14.41%,312,413203
4269,371100,Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,24088-2612,124,33,26.61%,377,461429
4271,374900,George Mason University,4400 University Drive,Fairfax,VA,22030-4444,312,28,8.97%,191,383295
4273,371300,Hampden Sydney College,College Road,Hampden Sydney,VA,23943-0128,52,8,15.38%,55,208402
4274,371400,Hampton University,E Queen Street,Hampton,VA,23668-0099,323,29,8.98%,1004,1806785
4275,371500,Hollins University,7916 Williamson Road,Roanoke,VA,24019-4421,82,13,15.85%,152,348426
4287,372100,James Madison University,South Main Street,Harrisonburg,VA,22807-3780,205,13,6.34%,126,221100
4282,371900,Longwood University,201 High Street,Farmville,VA,23909-1899,104,9,8.65%,73,96546
4286,372000,Lynchburg College,1501 Lakeside Drive,Lynchburg,VA,24501-3199,162,25,15.43%,133,201752
4288,372300,Mary Baldwin College,Frederick and New Streets,Staunton,VA,24401-3610,88,25,28.41%,180,327873
4290,372400,Marymount University,2807 North Glebe Road,Arlington,VA,22207-4224,74,19,25.68%,71,151899
6541,2247200,MedSpa Careers Institute,800 Moorefield Park Drive,Richmond,VA,23236-3686,5,1,20.00%,12,13798
4293,372600,National College,1813 East Main Street,Salem,VA,24153-4524,124,9,7.26%,527,854125
4297,376500,Norfolk State University,700 Park Avenue,Norfolk,VA,23504-8000,92,26,28.26%,1310,1859233
4299,372700,Northern Virginia Community College,8333 Little River Turnpike,Annandale,VA,22003-3743,279,84,30.11%,848,1314387
4300,372800,Old Dominion University,Hampton Boulevard,Norfolk,VA,23529-0001,132,11,8.33%,140,276451
4308,373200,Radford University,East Main Street,Radford,VA,24142-6905,114,17,14.91%,152,393479
4310,373300,Randolph - Macon College,204 Henry Street,Ashland,VA,23005-5505,104,12,11.54%,125,288937
4309,373400,Randolph College,2500 Rivermont Avenue,Lynchburg,VA,24503-1526,112,8,7.14%,46,98611
4313,373600,Roanoke College,221 College Lane,Salem,VA,24153-3794,85,8,9.41%,90,191817
4314,373900,Saint Paul's College,115 College Drive,Lawrenceville,VA,23868-1299,21,13,61.90%,263,454956
4315,373700,Shenandoah University,1460 University Drive,Winchester,VA,22601-5195,38,8,21.05%,65,261195
8221,3092700,Skyline College,5234 Airport Road NW,Roanoke,VA,24012-1603,1,0,0%,5,8377
7117,2535400,Skyline College - Richmond,800 Moorefield Park Drive,Richmond,VA,23236-3659,67,13,19.40%,123,207597
4323,374200,Sweet Briar College,134 Chapel Drive,Sweet Briar,VA,24595-9998,91,12,13.19%,11,50720
4289,374600,University of Mary Washington,1301 College Avenue,Fredericksburg,VA,22401-5358,69,11,15.94%,23,100195
4326,374400,University of Richmond,28 Westhampton Way,Richmond,VA,23173-0001,111,3,2.70%,50,173120
4327,374500,University of Virginia,1827 University Avenue,Charlottesville,VA,22903-2600,590,38,6.44%,429,1573645
4257,374700,University of Virginia's College at Wise (The),1 College Avenue,Wise,VA,24293-4412,11,6,54.55%,19,26289
4329,373500,Virginia Commonwealth University,901 West Franklin Street,Richmond,VA,23284-9004,644,143,22.20%,1738,4380615
4331,375200,Virginia Intermont College,1013 Moore Street,Bristol,VA,24201-4298,39,14,35.90%,34,113720
4332,375300,Virginia Military Institute,VMI Parade,Lexington,VA,24450-2138,48,6,12.50%,37,95750
4333,375400,Virginia Polytechnic Institute & State University,222 Burruss Hall,Blacksburg,VA,24061-2000,410,38,9.27%,269,894053
4335,376400,Virginia State University,1 Hayden Drive,Petersburg,VA,23806-0001,125,49,39.20%,686,938379
4336,376600,Virginia Union University,1500 North Lombardy Street,Richmond,VA,23220-1711,128,12,9.38%,688,588600
4337,376700,Virginia Wesleyan College,1584 Wesleyan Drive,Norfolk,VA,23502-5599,61,11,18.03%,79,151257
4340,376800,Washington and Lee University,204 West Washington Street,Lexington,VA,24450-0303,43,2,4.65%,50,142929
4616,394600,University of the Virgin Islands,#2 John Brewers Bay,St.  Thomas,VI,00802-6000,30,14,46.67%,40,46100
4909,1218300,Burlington College,351 North Avenue,Burlington,VT,05401-8477,67,20,29.85%,65,140189
4225,368300,Castleton State College,Seminary Street,Castleton,VT,05735-0000,158,30,18.99%,518,682289
4226,368400,Champlain College,163 South Willard Street,Burlington,VT,05401-3950,200,20,10.00%,140,197181
4227,368500,College of Saint Joseph,71 Clement Road,Rutland,VT,05701-3899,48,14,29.17%,36,31436
4230,368600,Goddard College,123 Pitkin Road,Plainfield,VT,05667-0000,62,7,11.29%,28,49929
4232,368800,Johnson State College,337 College Hill,Johnson,VT,05656-9898,98,20,20.41%,193,182245
4233,368900,Lyndon State College,1001 College Road,Lyndonville,VT,05851-0919,124,28,22.58%,250,226214
4236,369100,Middlebury College,Old Chapel Building,Middlebury,VT,05753-0000,398,25,6.28%,153,902883
6743,2254000,New England Culinary Institute,56 College Street,Montpelier,VT,05602-3115,33,7,21.21%,14,20347
4237,369200,Norwich University,158 Harmon Avenue,Northfield,VT,05663-1035,240,36,15.00%,193,713226
4242,369400,Saint Michael's College,Winooski Park,Colchester,VT,05439-0001,320,20,6.25%,111,243864
4243,886000,SIT,1 Kipling Road,Brattleboro,VT,05302-4801,42,6,14.29%,117,209462
4246,369600,University of Vermont and State Agricultural College,85 South Prospect Street,Burlington,VT,05405-0160,851,48,5.64%,386,586147
4248,1193400,Vermont Law School,164 Chelsea Street,South Royalton,VT,05068-9998,42,0,0%,58,272529
4249,369800,Vermont Technical College,1 Main Street,Randolph Center,VT,05061-0000,113,12,10.62%,215,179897
6752,2291300,Art Institute of Seattle (The),2323 Elliott Avenue,Seattle,WA,98121-1622,83,19,22.89%,520,760934
6431,2242500,Bastyr University,14500 Juanita Drive Northeast,Kenmore,WA,98028-4966,105,1,0.95%,8,25934
4346,499900,Bellingham Technical College,3028 Lindbergh Avenue,Bellingham,WA,98225-1599,306,37,12.09%,0,0
4347,377000,Big Bend Community College,7662 Chanute Street,Moses Lake,WA,98837-3299,76,7,9.21%,5,9805
4350,377100,Central Washington University,400 East University Way,Ellensburg,WA,98926-7501,457,57,12.47%,396,919925
4356,1231500,Cornish College of the Arts,1000 Lenora Street,Seattle,WA,98121-4604,46,4,8.70%,53,147785
4358,377500,Eastern Washington University,214 Showalter Hall,Cheney,WA,99004-2444,303,39,12.87%,279,782980
4362,815500,Evergreen State College (The),2700 Evergreen Parkway Northwest,Olympia,WA,98505-0002,156,47,30.13%,421,1060015
4366,377800,Gonzaga University,502 East Boone Avenue,Spokane,WA,99258-0083,318,16,5.03%,113,514799
4364,377700,Heritage University,3240 Fort Road,Toppenish,WA,98948-9562,35,7,20.00%,53,124358
4391,970400,North Seattle Community College,9600 College Way North,Seattle,WA,98103-3599,68,8,11.76%,11,16756
4392,378300,Northwest University,5520 108th Avenue Northeast,Kirkland,WA,98033-7523,69,10,14.49%,108,159693
4395,378500,Pacific Lutheran University,12180 Park Avenue,Tacoma,WA,98447-0003,449,52,11.58%,368,791896
4374,938700,Perry Technical Institute,2011 West Washington Avenue,Yakima,WA,98903-1239,80,14,17.50%,22,55032
4363,500000,Pierce College,9401 Farwest Drive Southwest,Lakewood,WA,98498-1919,32,2,6.25%,5,16336
4401,379400,Saint Martin's University,5000 Abbey Way SE,Lacey,WA,98503-7500,99,16,16.16%,154,198412
4406,378700,Seattle Central Community College,1701 Broadway,Seattle,WA,98122-2413,0,0,0%,1,947
4407,378800,Seattle Pacific University,3307 Third Avenue West,Seattle,WA,98119-1997,281,22,7.83%,212,568619
4408,379000,Seattle University,901 12th Avenue,Seattle,WA,98122-1090,361,34,9.42%,312,780635
4418,379700,University of Puget Sound,1500 North Warner Street,Tacoma,WA,98416-0001,387,22,5.68%,206,3368511
4419,379800,University of Washington - Seattle,3917 University Way NE,Seattle,WA,98195-1122,1782,182,10.21%,785,3278265
4422,500600,Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362-9267,60,8,13.33%,163,332724
4421,379900,Walla Walla University,204 South College Avenue,College Place,WA,99324-1198,94,1,1.06%,102,236854
4423,380000,Washington State University,1 Southeast Stadium Way,Pullman,WA,99164-1035,1058,101,9.55%,1311,3024082
4429,380200,Western Washington University,516 High Street,Bellingham,WA,98225-5946,358,30,8.38%,488,1398027
4431,380300,Whitman College,345 Boyer Street,Walla Walla,WA,99362-2067,75,5,6.67%,22,121730
4432,380400,Whitworth University,300 West Hawthorne Road,Spokane,WA,99251-0001,208,10,4.81%,61,170221
4434,380500,Yakima Valley Community College,16th Avenue & Nob Hill Boulevard,Yakima,WA,98907-2520,16,5,31.25%,0,0
4480,383200,Alverno College,3400 South 43rd Street,Milwaukee,WI,53234-3922,55,7,12.73%,89,192756
4484,383500,Beloit College,700 College Street,Beloit,WI,53511-5595,97,13,13.40%,143,736732
4487,383700,Cardinal Stritch University,6801 North Yates Road,Milwaukee,WI,53217-9884,67,23,34.33%,193,267614
4489,383800,Carroll University,100 North East Avenue,Waukesha,WI,53186-5593,84,3,3.57%,39,148465
4490,383900,Carthage College,2001 Alford Park Drive,Kenosha,WI,53140-1994,222,46,20.72%,324,472922
4497,384800,Edgewood College,1000 Edgewood College Drive,Madison,WI,53711-1958,68,2,2.94%,72,105471
4568,962100,Herzing University,5218 East Terrace Drive,Madison,WI,53718-4236,107,27,25.23%,311,578843
4505,385400,Lakeland College,W3718 South Drive,Plymouth,WI,53073-0000,38,12,31.58%,39,119974
4507,385600,Lawrence University of Wisconsin,711 E. Boldt Way,Appleton,WI,54911-0000,190,5,2.63%,89,328514
4513,386100,Marian University,45 South National Avenue,Fond Du Lac,WI,54935-4699,46,3,6.52%,117,246049
4514,386300,Marquette University,1250 West Wisconsin Ave,Milwaukee,WI,53201-1881,927,49,5.29%,372,1575615
4515,2453500,Medical College of Wisconsin,8701 Watertown Plank Road,Milwaukee,WI,53226-0509,202,4,1.98%,18,110311
4519,386600,Milwaukee Area Technical College,700 West State Street,Milwaukee,WI,53233-1443,0,0,0%,22,21015
4521,386800,Milwaukee School of Engineering,1025 North Broadway,Milwaukee,WI,53202-3109,49,12,24.49%,74,245398
4523,386900,Mount Mary College,2900 North Menomonee River Parkway,Milwaukee,WI,53222-4597,111,26,23.42%,137,317022
4529,387500,Northland College,1411 Ellis Avenue,Ashland,WI,54806-3999,81,19,23.46%,101,363676
4532,388400,Ripon College,300  Seward Street,Ripon,WI,54971-0248,96,13,13.54%,191,489593
4537,389200,Saint Norbert College,100 Grant Street,DePere,WI,54115-2099,105,8,7.62%,69,221029
4551,391700,University of Wisconsin - Eau Claire,Park & Garfield Avenue,Eau Claire,WI,54702-4004,711,33,4.64%,272,1017396
8172,389900,University of Wisconsin - Green Bay,2420 Nicolet Drive,Green Bay,WI,54311-7001,242,2,0.83%,138,277384
4552,391900,University of Wisconsin - LaCrosse,1725 State Street,La Crosse,WI,54601-3742,211,28,13.27%,139,264003
4553,389500,University of Wisconsin - Madison,500 Lincoln Drive,Madison,WI,53706-1380,2072,24,1.16%,1076,3404244
4554,389600,University of Wisconsin - Milwaukee,2310 East Hartford Avenue,Milwaukee,WI,53211-3165,630,56,8.89%,599,1425793
4555,392000,University of Wisconsin - Oshkosh,800 Algoma Boulevard,Oshkosh,WI,54901-8604,231,16,6.93%,153,382154
4556,501500,University of Wisconsin - Parkside,900 Wood Road,Kenosha,WI,53141-2000,121,19,15.70%,172,334356
4557,392100,University of Wisconsin - Platteville,1 University Plaza,Platteville,WI,53818-3099,236,22,9.32%,144,365331
4558,392300,University of Wisconsin - River Falls,410 South Third Street,River Falls,WI,54022-5013,396,34,8.59%,342,630442
4550,392400,University of Wisconsin - Stevens Point,2100 Main Street,Stevens Point,WI,54481-3871,754,50,6.63%,359,954671
4546,391500,University of Wisconsin - Stout,712 South Broadway,Menomonie,WI,54751-0790,466,34,7.30%,158,621931
4559,392500,University of Wisconsin - Superior,Belknap & Catlin Avenue,Superior,WI,54880-2898,136,20,14.71%,102,157703
4561,392600,University of Wisconsin - Whitewater,800 West Main Street,Whitewater,WI,53190-1792,520,55,10.58%,427,823565
4562,391100,Viterbo University,900 Viterbo Drive,La Crosse,WI,54601-4777,88,13,14.77%,94,281267
4435,380600,Alderson Broaddus College,College Hill Drive,Philippi,WV,26416-1051,127,17,13.39%,218,402269
4438,380800,Bethany College,Main Street,Bethany,WV,26032-0417,207,60,28.99%,477,1100335
4439,380900,Bluefield State College,219 Rock Street,Bluefield,WV,24701-2198,30,19,63.33%,353,481292
4443,381000,Concord University,Vermillion Street,Athens,WV,24712-0000,214,54,25.23%,380,566623
4444,381100,Davis & Elkins College,100 Campus Drive,Elkins,WV,26241-3996,57,19,33.33%,309,466802
4462,1035600,Everest Institute,5514 Big Tyler Road,Cross Lanes,WV,25313-1304,44,6,13.64%,143,211607
4445,381200,Fairmont State University,1201 Locust Avenue,Fairmont,WV,26554-2470,144,52,36.11%,404,566148
4451,381500,Marshall University,One John Marshall Drive,Huntington,WV,25755-3300,231,45,19.48%,693,1366466
4454,500800,Mountain State College,Spring at Sixteenth,Parkersburg,WV,26101-3993,13,2,15.38%,73,227666
4455,381900,Ohio Valley University,1 Campus View Drive,Vienna,WV,26105-8000,59,21,35.59%,131,189838
4459,382000,Salem International University,223 West Main Street,Salem,WV,26426-0500,38,6,15.79%,224,673794
4460,382200,Shepherd University,301 North King Street,Shepherdstown,WV,25443-3210,94,23,24.47%,244,324018
4453,381800,University of Charleston,2300 MacCorkle Avenue SE,Charleston,WV,25304-1099,72,13,18.06%,131,345717
4463,382300,West Liberty University,208 University Drive,West Liberty,WV,26074-0295,69,18,26.09%,278,491500
5676,1086100,West Virginia Business College,1052 Main Street,Wheeling,WV,26003-2702,0,0,0%,24,30669
4467,1057300,West Virginia Junior College,1000 Virginia Street East,Charleston,WV,25301-9983,43,6,13.95%,285,590018
4468,500700,West Virginia Junior College,148 Willey Street,Morgantown,WV,26505-5596,38,8,21.05%,122,284118
4472,905400,West Virginia Northern Community College,1704 Market Street,Wheeling,WV,26003-3699,8,2,25.00%,146,104032
4447,1124500,West Virginia School of Osteopathic Medicine,400 North Lee Street,Lewisburg,WV,24901-1128,115,1,0.87%,14,47780
4473,382600,West Virginia State University,Rt. 25 and Barron Drive,Institute,WV,25112-0000,42,17,40.48%,140,273494
4474,382700,West Virginia University,University Avenue at College,Morgantown,WV,26506-6201,1065,142,13.33%,2084,4757247
